,Fuel,Driven,Automatic,Owner,Location,Price,Brand,Years
1308,Diesel,94959.0,Automatic,1,WB,780000,Hyundai,7
1309,Petrol,20384.0,Manual,1,WB,850000,Hyundai,4
1310,Petrol,97592.0,Manual,1,WB,293000,Hyundai,6
1311,Diesel,42453.0,Manual,1,WB,779000,Maruti,4
1312,Diesel,86554.0,Manual,1,WB,587000,Maruti,6
1313,Diesel,90342.0,Manual,1,WB,410000,Maruti,6
1314,Petrol,93720.0,Manual,1,WB,456000,Hyundai,8
1315,Petrol,20462.0,Automatic,1,WB,686000,Renault,5
1316,Petrol,36346.0,Manual,1,MH,600000,Honda,5
1317,Petrol,5459.0,Manual,1,WB,622000,Honda,4
1318,Petrol,8678.0,Manual,1,WB,425000,Maruti,3
1319,Petrol,52345.0,Manual,1,HR,435000,Honda,9
1320,Petrol,41187.0,Manual,1,WB,495000,Maruti,5
1321,Petrol,37705.0,Automatic,1,WB,864000,Toyota,4
1322,Petrol,41549.0,Manual,1,WB,508000,Maruti,4
1323,Petrol,26060.0,Manual,1,WB,735000,Tata,2
1324,Petrol,42707.0,Automatic,1,WB,295000,Maruti,5
1325,Petrol,41705.0,Manual,1,WB,314000,Maruti,8
1326,Petrol,12947.0,Manual,1,WB,363000,Maruti,6
1327,Petrol,8844.0,Manual,1,WB,1200000,Honda,1
1328,Diesel,25650.0,Manual,1,WB,652000,Maruti,4
1329,Petrol,38048.0,Manual,1,WB,265000,Hyundai,9
1330,Petrol,21743.0,Manual,1,WB,295000,Nissan,9
1331,Petrol,14915.0,Manual,1,WB,420000,Hyundai,4
1332,Petrol,28354.0,Manual,1,WB,565000,Maruti,4
1333,Petrol,16338.0,Manual,1,WB,565000,Maruti,4
1334,Petrol,55107.0,Manual,2,WB,264000,Maruti,8
1335,Petrol,31593.0,Automatic,1,WB,415000,Maruti,4
1336,Petrol,79706.0,Manual,1,WB,420000,Honda,8
1337,Petrol,38048.0,Manual,1,WB,265000,Hyundai,9
1338,Petrol,21743.0,Manual,1,WB,295000,Nissan,9
1339,Petrol,14915.0,Manual,1,WB,420000,Hyundai,4
1340,Petrol,28354.0,Manual,1,WB,565000,Maruti,4
1341,Petrol,16338.0,Manual,1,WB,565000,Maruti,4
1342,Petrol,55107.0,Manual,2,WB,264000,Maruti,8
1343,Petrol,31593.0,Automatic,1,WB,415000,Maruti,4
1344,Diesel,82471.0,Manual,1,WB,325000,Hyundai,6
1345,Petrol,29205.0,Manual,1,WB,380000,Maruti,5
1346,Petrol,78439.0,Manual,2,WB,320000,Honda,9
1347,Petrol,49625.0,Manual,2,MH,395000,Hyundai,6
1348,Petrol,54589.0,Manual,1,WB,479000,Maruti,6
1349,Petrol,19289.0,Manual,1,WB,370000,Maruti,5
1350,Petrol,1579.0,Manual,1,WB,621000,Maruti,1
1351,Petrol,12925.0,Manual,1,WB,230000,Maruti,8
1352,Petrol,6466.0,Automatic,0,WB,410000,Maruti,5
1353,Petrol,3258.0,Manual,0,WB,376000,Tata,6
1354,Petrol,35082.0,Automatic,1,WB,815000,Honda,5
1355,Petrol,52641.0,Manual,1,WB,380000,Honda,6
1356,Diesel,89756.0,Manual,1,WB,380000,Renault,8
1357,Petrol,35773.0,Manual,1,WB,588000,Honda,4
1358,Petrol,30658.0,Manual,1,WB,910000,Hyundai,2
1359,Petrol,16363.0,Manual,1,WB,427000,Maruti,5
1360,Petrol,61628.0,Manual,1,WB,315000,Renault,3
1361,Petrol,22813.0,Manual,1,WB,450000,Hyundai,4
1362,Petrol,64353.0,Manual,1,WB,466000,Volkswagen,5
1363,Diesel,64379.0,Manual,1,WB,703000,Maruti,4
1364,Petrol,35467.0,Manual,1,WB,410000,Hyundai,4
1365,Petrol,35613.0,Manual,1,WB,475000,Volkswagen,8
1366,Petrol,51703.0,Manual,1,WB,355000,Maruti,7
1367,Petrol,33476.0,Automatic,2,WB,307000,Maruti,4
1368,Petrol,20813.0,Manual,1,WB,582000,Tata,4
1369,Petrol,79669.0,Manual,1,WB,360000,Volkswagen,7
1370,Petrol,25141.0,Manual,1,MH,419000,Hyundai,8
1371,Petrol,49291.0,Manual,1,WB,388000,Hyundai,7
1372,Petrol,49439.0,Manual,3,WB,290000,Toyota,8
1373,Petrol,38768.0,Manual,1,WB,604000,Honda,4
1374,Petrol,27880.0,Manual,1,WB,338000,Maruti,9
1375,Petrol,35338.0,Manual,1,WB,340000,Hyundai,9
1376,Petrol,42501.0,Manual,1,WB,485000,Honda,8
1377,Petrol,22433.0,Manual,1,MH,567000,Maruti,4
1378,Diesel,58898.0,Manual,1,WB,520000,Renault,7
1379,Petrol,31210.0,Manual,1,WB,330000,Renault,3
1380,Petrol,9822.0,Manual,1,WB,1625000,MG,2
1381,Petrol,21865.0,Manual,1,WB,523000,Hyundai,3
1382,Petrol,38428.0,Manual,1,WB,300000,Maruti,8
1383,Petrol,50397.0,Manual,1,WB,785000,Maruti,4
1384,Petrol,106393.0,Manual,1,WB,480000,Hyundai,7
1385,Petrol,37987.0,Manual,1,WB,285000,Maruti,5
1386,Petrol,44079.0,Manual,1,WB,560000,Maruti,5
1387,Diesel,45204.0,Manual,1,WB,674000,Maruti,5
1388,Diesel,80249.0,Manual,1,WB,405000,Volkswagen,7
1389,Diesel,101226.0,Manual,1,WB,340000,Hyundai,9
1390,Petrol,79128.0,Manual,1,WB,464000,Maruti,7
1391,Petrol,32977.0,Manual,1,WB,285000,Maruti,6
1392,Petrol,51347.0,Manual,1,WB,195000,Maruti,10
1393,Petrol,65332.0,Manual,1,WB,580000,Honda,5
1394,Petrol,45977.0,Manual,1,WB,420000,Volkswagen,5
1395,Petrol,35552.0,Manual,1,WB,825000,Hyundai,4
1396,Petrol,41609.0,Manual,1,WB,424000,Volkswagen,5
1397,Petrol,5942.0,Manual,1,WB,520000,Maruti,5
1398,Diesel,88605.0,Automatic,1,WB,510000,Skoda,6
1399,Petrol,49477.0,Manual,1,WB,355000,Hyundai,7
1400,Diesel,25234.0,Manual,1,WB,1213000,Mahindra,1
1401,Petrol,51192.0,Manual,1,WB,245000,Maruti,11
1402,Petrol,21577.0,Manual,1,WB,395000,Volkswagen,5
1403,Petrol,27048.0,Manual,1,WB,380000,Volkswagen,8
1404,Petrol,23518.0,Manual,1,WB,255000,Hyundai,9
1405,Petrol,14792.0,Manual,1,WB,250000,Hyundai,7
1406,Petrol,4215.0,Automatic,2,WB,355000,Maruti,6
1407,Petrol,67839.0,Manual,1,WB,345000,Hyundai,8
1408,Petrol,78110.0,Manual,1,WB,393000,Hyundai,6
1409,Petrol,48923.0,Manual,1,WB,483000,Honda,6
1410,Petrol,50235.0,Manual,2,WB,450000,Maruti,7
1411,Petrol,47761.0,Manual,1,WB,534000,Renault,2
1412,Petrol,82744.0,Manual,1,WB,335000,Honda,7
1413,Petrol,44398.0,Manual,1,WB,395000,Hyundai,8
1414,Petrol,114855.0,Manual,1,WB,265000,Honda,11
1415,Petrol,17365.0,Automatic,1,WB,459000,Tata,4
1416,Diesel,14595.0,Manual,1,WB,455000,Hyundai,5
1417,Petrol,65773.0,Manual,2,DL,509000,Hyundai,6
1418,Petrol,47970.0,Manual,1,HR,531000,Maruti,5
1419,Petrol,19653.0,Manual,1,DL,342000,Maruti,2
1420,Petrol,29981.0,Manual,1,HR,442000,Maruti,7
1421,Petrol,5918.0,Manual,1,DL,475000,Maruti,2
1422,Petrol,7037.0,Manual,1,HR,355000,Renault,3
1423,Petrol,14677.0,Manual,1,HR,1737000,Toyota,1
1424,Diesel,47454.0,Manual,2,DL,859000,Mahindra,7
1425,Petrol,21191.0,Manual,1,HR,290000,Maruti,8
1426,Petrol,24441.0,Manual,1,UP,1335000,Hyundai,3
1427,Petrol,6705.0,Manual,1,DL,355000,Maruti,3
1428,Petrol,19880.0,Manual,1,DL,780000,Maruti,4
1429,Petrol,12390.0,Manual,1,HR,429000,Renault,2
1430,Diesel,13995.0,Manual,1,UP,1880000,Tata,1
1431,Petrol,11898.0,Manual,1,PB,866000,Maruti,2
1432,Petrol,87436.0,Manual,1,UP,506000,Maruti,6
1433,Petrol,45222.0,Manual,1,DL,949000,Hyundai,4
1434,Petrol,46754.0,Manual,1,DL,430000,Tata,5
1435,Petrol,60156.0,Manual,1,HR,546000,Hyundai,6
1436,Petrol,47357.0,Manual,1,HR,522000,Hyundai,7
1437,Petrol,43636.0,Manual,2,HR,663000,Maruti,4
1438,Petrol,71284.0,Manual,1,DL,480000,Honda,6
1439,Petrol,71004.0,Manual,1,DL,388000,Maruti,6
1440,Petrol,22704.0,Automatic,1,DL,1004000,Hyundai,3
1441,Petrol,47095.0,Manual,2,HR,569000,Maruti,4
1442,Petrol,50312.0,Manual,1,DL,520000,Hyundai,6
1443,Petrol,29494.0,Manual,1,DL,479000,Hyundai,3
1444,Diesel,32792.0,Manual,1,UP,808000,Mahindra,5
1445,Petrol,36289.0,Manual,2,DL,628000,Maruti,4
1446,Petrol,11413.0,Manual,1,DL,440000,Maruti,1
1447,Petrol,65839.0,Manual,1,HR,590000,Maruti,7
1448,Petrol,63888.0,Manual,1,DL,677000,Honda,6
1449,Petrol,45328.0,Manual,1,HR,620000,Maruti,4
1450,Petrol,59191.0,Manual,1,DL,554000,Maruti,4
1451,Petrol,44242.0,Manual,1,DL,430000,Volkswagen,5
1452,Diesel,31625.0,Manual,1,DL,979000,Mahindra,5
1453,Petrol,68960.0,Manual,1,DL,435000,Maruti,8
1454,Petrol,48459.0,Manual,1,HR,611000,Maruti,5
1455,Petrol,27975.0,Manual,2,HR,642000,Hyundai,5
1456,Petrol,36233.0,Manual,1,DL,338000,Maruti,10
1457,Diesel,43146.0,Manual,1,HR,983000,Hyundai,5
1458,Petrol,27312.0,Manual,1,DL,501000,Maruti,5
1459,Diesel,88637.0,Manual,1,DL,667000,Hyundai,6
1460,Petrol,64116.0,Manual,1,UP,270000,Hyundai,9
1461,Petrol,55387.0,Automatic,1,DL,982000,Hyundai,5
1462,Petrol,62215.0,Automatic,1,HR,661000,Maruti,4
1463,Petrol,85362.0,Automatic,1,DL,545000,Maruti,5
1464,Diesel,96762.0,Manual,1,DL,427000,Maruti,8
1465,Petrol,37806.0,Automatic,3,HR,645000,Maruti,4
1466,Petrol,82089.0,Manual,1,HR,890000,Maruti,3
1467,Petrol,43054.0,Manual,1,DL,690000,Tata,5
1468,Petrol,21885.0,Manual,1,HR,345000,Renault,4
1469,Petrol,22258.0,Manual,2,HR,600000,Maruti,5
1470,Petrol,91147.0,Automatic,1,DL,1010000,Hyundai,5
1471,Diesel,31462.0,Manual,1,UP,1690000,Mahindra,2
1472,Petrol,9541.0,Manual,1,DL,719000,Maruti,4
1473,Petrol,13442.0,Manual,1,DL,715000,Renault,2
1474,Petrol,27558.0,Manual,1,HR,350000,Maruti,2
1475,Petrol,40538.0,Manual,2,UP,385000,Tata,4
1476,Petrol,66909.0,Manual,1,HR,545000,Renault,2
1477,Petrol,56387.0,Manual,1,HR,610000,Maruti,4
1478,Petrol,75492.0,Manual,1,UP,285000,Maruti,8
1479,Petrol,80642.0,Manual,2,DL,241000,Honda,10
1480,Diesel,101312.0,Manual,1,UP,360000,Maruti,7
1481,Petrol,30103.0,Manual,1,HR,306000,Maruti,5
1482,Diesel,13568.0,Manual,1,HR,1390000,Mahindra,2
1483,Petrol,42281.0,Manual,1,DL,360000,Honda,7
1484,Petrol,36084.0,Manual,1,DL,520000,Tata,4
1485,Petrol,70697.0,Manual,1,DL,520000,Hyundai,7
1486,Petrol,10760.0,Manual,1,HR,381000,Maruti,2
1487,Petrol,22001.0,Manual,2,DL,1080000,Jeep,4
1488,Diesel,47454.0,Manual,2,DL,859000,Mahindra,7
1489,Petrol,33764.0,Manual,2,HR,323000,Hyundai,8
1490,Petrol,33206.0,Manual,1,DL,920000,Maruti,3
1491,Diesel,44311.0,Manual,1,UP,692000,Maruti,4
1492,Petrol,61969.0,Automatic,1,DL,718000,Honda,7
1493,Petrol,27797.0,Manual,1,HR,420000,Renault,2
1494,Petrol,34683.0,Manual,2,UP,235000,Datsun,5
1495,Petrol,75780.0,Manual,1,HR,575000,Maruti,5
1496,Petrol,17575.0,Manual,1,HR,670000,Maruti,3
1497,Petrol,69239.0,Manual,1,UP,565000,Hyundai,4
1498,Diesel,96302.0,Manual,1,DL,568000,Hyundai,5
1499,Petrol,47361.0,Manual,1,HR,322000,Maruti,4
1500,Petrol,22770.0,Manual,1,HR,424000,Renault,2
1501,Petrol,32480.0,Manual,1,UP,829000,Maruti,4
1502,Petrol,13763.0,Manual,1,DL,705000,Tata,1
1503,Diesel,39049.0,Manual,1,HR,1757000,Toyota,3
1504,Petrol,14312.0,Manual,2,DL,335000,Renault,4
1505,Petrol,41765.0,Manual,2,DL,480000,Maruti,3
1506,Petrol,50404.0,Automatic,1,HR,570000,Maruti,6
1507,CNG,24100.0,Manual,1,UP,485000,Maruti,1
1508,Petrol,43832.0,Manual,1,DL,445000,Maruti,7
1509,Petrol,59500.0,Manual,1,HR,285000,Maruti,7
1510,Diesel,32179.0,Manual,1,DL,774000,Mahindra,5
1511,Petrol,35925.0,Manual,1,HR,690000,Maruti,3
1512,Diesel,75969.0,Automatic,2,HR,426000,Maruti,6
1513,Petrol,109024.0,Manual,1,DL,376000,Maruti,4
1514,Petrol,39571.0,Manual,1,HR,585000,Maruti,5
1515,Diesel,83409.0,Automatic,1,HR,1869000,Toyota,5
1516,Petrol,18277.0,Automatic,1,DL,565000,Hyundai,6
1517,Petrol,109580.0,Manual,1,DL,330000,Maruti,9
1518,Petrol,32633.0,Manual,2,HR,345000,Honda,8
1519,Petrol,94376.0,Manual,1,UP,405000,Maruti,6
1520,Petrol,51196.0,Manual,1,DL,550000,Maruti,5
1521,Petrol,11367.0,Automatic,1,HR,680000,Maruti,1
1522,Petrol,121397.0,Manual,1,DL,350000,Hyundai,8
1523,Petrol,38208.0,Manual,1,HR,545000,Hyundai,7
1524,Petrol,93131.0,Manual,1,HR,542000,Hyundai,5
1525,Petrol,17623.0,Manual,1,UP,449000,Maruti,3
1526,Petrol,28947.0,Manual,1,DL,365000,Maruti,4
1527,Petrol,16469.0,Manual,1,HR,323000,Renault,5
1528,Petrol,106784.0,Manual,1,UP,285000,Toyota,9
1529,Petrol,88225.0,Manual,1,DL,593000,Maruti,5
1530,Petrol,44858.0,Manual,1,HR,485000,Hyundai,5
1531,Petrol,8938.0,Manual,1,DL,490000,Hyundai,3
1532,Petrol,43016.0,Manual,2,HR,615000,Tata,2
1533,Diesel,109113.0,Manual,1,UP,595000,Mahindra,4
1534,Diesel,78328.0,Automatic,1,DL,519000,Maruti,6
1535,Petrol,35844.0,Manual,1,UP,670000,Maruti,3
1536,Petrol,23416.0,Manual,1,HR,542000,Maruti,5
1537,Diesel,49141.0,Manual,1,UP,886000,Hyundai,4
1538,Petrol,52387.0,Manual,1,HR,345000,Maruti,4
1539,Petrol,23750.0,Automatic,1,DL,787000,Honda,3
1540,Petrol,59092.0,Manual,1,UP,657000,Maruti,4
1541,Diesel,78703.0,Manual,1,DL,574000,Maruti,6
1542,Petrol,34071.0,Manual,1,HR,683000,Maruti,3
1543,Petrol,54431.0,Manual,1,HR,356000,Maruti,7
1544,Petrol,28561.0,Manual,1,UP,705000,Maruti,3
1545,Petrol,9799.0,Manual,1,HR,958000,Nissan,1
1546,Petrol,81839.0,Manual,1,DL,810000,Hyundai,6
1547,Petrol,42789.0,Manual,1,DL,590000,Maruti,6
1548,Diesel,47631.0,Manual,1,TN,874000,Honda,5
1549,Petrol,3174.0,Manual,1,UP,520000,Maruti,2
1550,Petrol,41076.0,Automatic,1,HR,446000,Maruti,4
1551,Petrol,40675.0,Manual,1,HR,584000,Hyundai,6
1552,Petrol,11683.0,Manual,1,DL,695000,Maruti,5
1553,Diesel,76317.0,Automatic,1,HR,1957000,Toyota,2
1554,Petrol,34705.0,Manual,2,HR,355000,Maruti,9
1555,Petrol,44335.0,Automatic,1,UP,455000,Maruti,4
1556,Petrol,7416.0,Automatic,1,DL,1765000,MG,3
1557,Petrol,32607.0,Manual,1,DL,632000,Honda,8
1558,Petrol,79143.0,Manual,1,UP,525000,Maruti,4
1559,CNG,38966.0,Manual,1,DL,602000,Hyundai,2
1560,CNG,71662.0,Manual,1,HR,570000,Maruti,3
1561,Diesel,29724.0,Manual,1,DL,801000,Mahindra,5
1562,Petrol,5799.0,Automatic,1,DL,802000,Renault,1
1563,Diesel,45717.0,Manual,1,HR,1188000,Mahindra,3
1564,Petrol,36634.0,Automatic,1,DL,435000,Nissan,5
1565,Petrol,91044.0,Manual,1,HR,360000,Maruti,8
1566,Diesel,59952.0,Automatic,1,DL,1577000,Mahindra,3
1567,Petrol,39244.0,Automatic,1,DL,480000,Maruti,3
1568,Petrol,22845.0,Manual,1,HR,678000,Renault,1
1569,Petrol,26955.0,Manual,1,DL,330000,Renault,5
1570,Petrol,26158.0,Manual,1,DL,693000,Maruti,5
1571,Diesel,66874.0,Manual,1,DL,391000,Maruti,7
1572,Petrol,30106.0,Manual,1,DL,320000,Maruti,6
1573,Petrol,77283.0,Automatic,2,HR,575000,Maruti,4
1574,Diesel,119226.0,Manual,1,HR,712000,Hyundai,7
1575,Petrol,9756.0,Manual,1,UP,386000,Renault,2
1576,Petrol,10571.0,Manual,1,HR,695000,Maruti,1
1577,Petrol,21641.0,Manual,1,DL,700000,Maruti,5
1578,Petrol,29684.0,Manual,1,DL,676000,Maruti,4
1579,Petrol,37097.0,Manual,1,HR,315000,Renault,5
1580,Petrol,11153.0,Manual,1,DL,636000,Maruti,3
1581,Petrol,62858.0,Manual,1,DL,778000,Hyundai,6
1582,Petrol,11740.0,Manual,1,HR,380000,Renault,2
1583,Petrol,37317.0,Manual,1,DL,310000,Renault,5
1584,Petrol,45856.0,Manual,1,HR,290000,Renault,4
1585,Diesel,91221.0,Automatic,1,UP,615000,Maruti,4
1586,Petrol,15533.0,Manual,1,DL,520000,Hyundai,4
1587,Diesel,29005.0,Manual,1,HR,1245000,Mahindra,3
1588,Petrol,90594.0,Manual,1,DL,326000,Maruti,7
1589,Diesel,27393.0,Manual,1,HR,1894000,Mahindra,2
1590,Petrol,92300.0,Manual,1,HR,455000,Honda,5
1591,Petrol,26229.0,Manual,2,HR,950000,Hyundai,4
1592,Petrol,32167.0,Manual,1,DL,589000,Maruti,5
1593,CNG,57593.0,Manual,1,HR,500000,Maruti,4
1594,Petrol,110698.0,Manual,1,HR,315000,Maruti,10
1595,Petrol,36630.0,Manual,1,HR,285000,Renault,6
1596,Petrol,46720.0,Manual,1,HR,614000,Maruti,4
1597,Petrol,87809.0,Manual,1,HR,215000,Renault,6
1598,Petrol,51675.0,Manual,1,DL,545000,Maruti,5
1599,Petrol,14135.0,Automatic,1,HR,365000,Renault,5
1600,Petrol,28596.0,Automatic,2,DL,1610000,MG,3
1601,Diesel,137227.0,Manual,1,HR,265000,Renault,10
1602,Diesel,33830.0,Manual,1,HR,693000,Maruti,5
1603,Petrol,26510.0,Automatic,2,DL,1045000,Hyundai,3
1604,Petrol,37656.0,Manual,1,HR,592000,Maruti,3
1605,Petrol,28886.0,Manual,1,DL,628000,Hyundai,4
1606,Petrol,22683.0,Automatic,1,HR,1100000,Maruti,2
1607,Diesel,5500.0,Manual,2,MH,882000,Mahindra,5
1608,Diesel,57178.0,Manual,1,HR,348000,Mahindra,6
1609,Petrol,18130.0,Manual,1,DL,310000,Maruti,4
1610,Diesel,94712.0,Manual,2,HR,411000,Maruti,7
1611,Diesel,62846.0,Manual,1,MH,757000,Renault,4
1612,Petrol,45816.0,Manual,2,HR,243000,Maruti,5
1613,Petrol,42448.0,Manual,1,UP,328000,Renault,4
1614,Petrol,83336.0,Manual,1,HR,700000,Maruti,4
1615,Diesel,102671.0,Manual,1,HR,285000,Honda,8
1616,Petrol,50550.0,Manual,1,HR,820000,Maruti,4
1617,Petrol,61502.0,Manual,1,DL,325000,Maruti,8
1618,Petrol,14138.0,Manual,2,DL,355000,Mahindra,6
1619,Petrol,50086.0,Manual,1,DL,550000,Hyundai,3
1620,Petrol,114456.0,Manual,1,HR,402000,Maruti,7
1621,Petrol,7863.0,Manual,1,DL,1025000,Maruti,1
1622,Petrol,29209.0,Manual,1,DL,360000,Mahindra,6
1623,Petrol,4430.0,Manual,1,HR,640000,Tata,1
1624,Petrol,26745.0,Automatic,1,DL,668000,Maruti,5
1625,Petrol,58941.0,Manual,1,DL,475000,Hyundai,7
1626,Petrol,23299.0,Manual,1,HR,585000,Maruti,6
1627,Petrol,68587.0,Manual,1,HR,496000,Hyundai,6
1628,Petrol,29950.0,Manual,1,HR,215000,Datsun,6
1629,Petrol,15581.0,Manual,1,DL,285000,Renault,5
1630,Petrol,62812.0,Manual,1,DL,250000,Maruti,5
1631,Petrol,92113.0,Manual,1,HR,285000,Maruti,11
1632,Petrol,54656.0,Manual,1,DL,400000,Hyundai,7
1633,Petrol,62818.0,Automatic,1,DL,608000,Volkswagen,7
1634,Petrol,67523.0,Manual,1,DL,366000,Maruti,6
1635,Petrol,34880.0,Automatic,1,DL,1661000,MG,3
1636,Petrol,34232.0,Manual,1,UP,818000,Maruti,3
1637,Diesel,69704.0,Automatic,1,HR,826000,Tata,4
1638,Petrol,17665.0,Manual,1,DL,521000,Maruti,8
1639,Petrol,24422.0,Manual,1,DL,465000,Maruti,5
1640,Diesel,74824.0,Manual,1,DL,892000,Hyundai,5
1641,Petrol,90248.0,Manual,1,HR,206000,Maruti,11
1642,Diesel,82965.0,Automatic,1,DL,820000,Hyundai,5
1643,Petrol,60049.0,Manual,1,DL,395000,Maruti,7
1644,Petrol,19517.0,Manual,2,DL,285000,Maruti,8
1645,Petrol,39269.0,Manual,1,DL,380000,Mahindra,6
1646,Petrol,38482.0,Manual,1,HR,380000,Hyundai,11
1647,Petrol,32532.0,Manual,1,DL,485000,Honda,7
1648,Petrol,87837.0,Manual,1,UP,370000,Hyundai,8
1649,Diesel,40044.0,Manual,1,DL,949000,Hyundai,5
1650,Petrol,10518.0,Automatic,1,DL,1072000,Hyundai,3
1651,Petrol,80345.0,Manual,1,DL,245000,Toyota,11
1652,Petrol,17284.0,Manual,1,DL,685000,Honda,6
1653,Diesel,11513.0,Manual,1,DL,1261000,Mahindra,5
1654,Diesel,75433.0,Automatic,1,DL,2500000,Toyota,5
1655,Petrol,74728.0,Manual,1,DL,450000,Maruti,7
1656,Petrol,47786.0,Manual,1,DL,435000,Maruti,5
1657,Petrol,61627.0,Manual,2,DL,364000,Honda,7
1658,Petrol,47285.0,Manual,1,DL,469000,Maruti,6
1659,Petrol,67909.0,Manual,1,DL,413000,Honda,7
1660,Petrol,26664.0,Manual,1,DL,438000,Maruti,4
1661,Petrol,16261.0,Manual,1,UP,275000,Renault,5
1662,Petrol,14468.0,Manual,1,DL,563000,Hyundai,6
1663,Petrol,9495.0,Automatic,1,HR,1595000,Mahindra,1
1664,Petrol,13591.0,Automatic,2,DL,760000,Honda,3
1665,Petrol,10337.0,Automatic,1,DL,1580000,Honda,3
1666,Petrol,49713.0,Manual,1,DL,265000,Toyota,11
1667,Petrol,73346.0,Manual,1,DL,390000,Maruti,5
1668,Diesel,34197.0,Manual,1,DL,1060000,Hyundai,4
1669,Petrol,58602.0,Manual,1,DL,420000,Maruti,7
1670,Petrol,38835.0,Manual,2,DL,285000,Renault,5
1671,Petrol,38833.0,Manual,1,DL,290000,Hyundai,6
1672,Diesel,65952.0,Manual,2,DL,463000,Maruti,8
1673,Diesel,77731.0,Automatic,1,DL,790000,Maruti,4
1674,Diesel,117915.0,Manual,1,DL,326000,Maruti,8
1675,CNG,34536.0,Manual,1,HR,644000,Maruti,2
1676,Petrol,57932.0,Manual,1,DL,686000,Tata,3
1677,Petrol,19636.0,Manual,1,HR,599000,Maruti,3
1678,Diesel,114389.0,Manual,1,DL,355000,Maruti,7
1679,Petrol,63366.0,Automatic,1,DL,1457000,Toyota,4
1680,Petrol,8042.0,Automatic,1,HR,1950000,MG,1
1681,Petrol,54823.0,Manual,1,DL,488000,Volkswagen,6
1682,Petrol,45716.0,Manual,2,DL,289000,Maruti,4
1683,Petrol,14653.0,Manual,1,HR,544000,Hyundai,3
1684,Petrol,25948.0,Manual,1,DL,470000,Honda,6
1685,Petrol,48548.0,Manual,1,HR,565000,Maruti,4
1686,Petrol,100883.0,Manual,1,DL,510000,Maruti,4
1687,Petrol,72667.0,Automatic,1,HR,540000,Maruti,6
1688,CNG,61210.0,Manual,1,UP,534000,Maruti,3
1689,Petrol,59781.0,Manual,1,DL,320000,Honda,8
1690,Petrol,108287.0,Manual,1,DL,305000,Honda,8
1691,Petrol,24707.0,Manual,1,DL,689000,Honda,6
1692,Petrol,62350.0,Manual,1,DL,665000,Hyundai,8
1693,Petrol,68977.0,Manual,2,HR,525000,Hyundai,9
1694,Petrol,62260.0,Manual,1,DL,417000,Maruti,7
1695,Petrol,63002.0,Manual,1,DL,472000,Maruti,4
1696,Petrol,2496.0,Manual,1,UP,440000,Renault,2
1697,Petrol,57848.0,Automatic,2,HR,445000,Maruti,5
1698,Petrol,8708.0,Manual,1,UP,534000,Hyundai,2
1699,Petrol,40278.0,Manual,1,MH,315000,Honda,9
1700,Petrol,66502.0,Manual,1,DL,490000,Hyundai,7
1701,Petrol,58121.0,Manual,1,DL,250000,Renault,6
1702,Petrol,84403.0,Manual,1,DL,558000,Maruti,7
1703,Petrol,83526.0,Automatic,1,HR,399000,Hyundai,8
1704,Diesel,38720.0,Manual,1,DL,344000,Hyundai,9
1705,Petrol,15203.0,Manual,1,DL,1060000,Tata,1
1706,Petrol,53198.0,Manual,2,DL,195000,Maruti,10
1707,Petrol,49775.0,Manual,1,DL,412000,Honda,7
1708,Petrol,41054.0,Manual,1,UP,260000,Renault,6
1709,Petrol,67877.0,Manual,1,DL,370000,Honda,8
1710,Petrol,58977.0,Manual,1,DL,660000,Honda,5
1711,Petrol,26529.0,Manual,1,DL,862000,Honda,4
1712,Petrol,47179.0,Automatic,1,HR,475000,Hyundai,7
1713,CNG,16986.0,Manual,1,HR,529000,Hyundai,3
1714,Petrol,60260.0,Manual,1,DL,345000,Mahindra,6
1715,Petrol,38481.0,Manual,1,HR,295000,Maruti,6
1716,Diesel,96872.0,Automatic,1,HR,1559000,Toyota,5
1717,Petrol,11628.0,Manual,1,UP,605000,Tata,2
1718,Diesel,29790.0,Manual,2,DL,1450000,Tata,3
1719,Petrol,25362.0,Manual,2,DL,460000,Renault,8
1720,Diesel,48523.0,Manual,1,UP,1492000,Honda,3
1721,Petrol,81793.0,Manual,1,DL,257000,Datsun,6
1722,Petrol,40739.0,Manual,1,DL,170000,Maruti,11
1723,Petrol,43019.0,Manual,2,HR,409000,Hyundai,5
1724,Petrol,40244.0,Manual,1,DL,360000,Maruti,4
1725,Diesel,54813.0,Manual,2,DL,360000,Mahindra,6
1726,Petrol,37946.0,Manual,1,HR,461000,Maruti,7
1727,Petrol,60479.0,Manual,1,DL,402000,Honda,7
1728,Petrol,32458.0,Manual,1,DL,321000,Maruti,5
1729,Petrol,74511.0,Manual,1,DL,755000,Toyota,8
1730,Petrol,79954.0,Manual,2,HR,495000,Honda,8
1731,Petrol,101685.0,Manual,1,DL,372000,Honda,10
1732,Petrol,18817.0,Manual,1,DL,255000,Nissan,10
1733,Diesel,66979.0,Manual,1,DL,1050000,Mahindra,5
1734,Petrol,35959.0,Manual,2,UP,365000,Maruti,5
1735,Petrol,51897.0,Manual,1,DL,329000,Maruti,7
1736,Petrol,48644.0,Manual,1,DL,360000,Honda,7
1737,Petrol,37050.0,Manual,1,DL,280000,Renault,6
1738,Petrol,29327.0,Manual,1,HR,360000,Honda,7
1739,Petrol,10939.0,Automatic,1,HR,1110000,Tata,1
1740,Petrol,33358.0,Manual,2,DL,230000,Honda,10
